d3mIndex,nodeID,community
26585,543408,1680
26590,441613,1681
26595,69216,1682
26678,465393,1683
26688,274813,1684
26702,542899,1685
26704,135088,1686
26712,241623,1687
26716,183955,1688
26720,317254,1689
26726,314443,1690
26732,341322,1691
26739,353272,1692
26741,69805,1693
26771,540100,1694
26779,184173,1695
26792,86141,1696
26804,194584,1697
26828,390656,1698
26833,191151,1699
26837,172861,1700
26851,367827,1701
26860,7834,1702
26867,240416,1703
26881,277604,1704
26901,150023,1705
26924,437893,1706
26935,476975,1707
26942,517741,1708
26969,426115,1709
26989,501075,1710
26994,214408,1711
27006,387878,1712
27014,149190,1713
27018,94213,1714
27036,138652,1715
27069,539542,1716
27078,416374,1717
27083,296623,1718
27086,102751,1719
27093,484566,1720
27095,447929,1721
27097,94800,1722
27114,291810,1723
27136,390137,1724
27146,365200,1725
27159,216724,1726
27171,407908,1727
27177,62867,1728
27218,201574,1729
27226,335486,1730
27236,281988,1731
27244,39540,1732
27295,526176,1733
27302,226158,1734
27311,486164,1735
27320,510016,1736
27321,278308,1737
27341,542867,1738
27359,247059,1739
27371,213603,1740
27390,247358,1741
27426,313563,1742
27438,1994,1743
27475,541994,1744
27480,455263,1745
27489,469184,1746
27492,219207,1747
27507,506982,1748
27512,442789,1749
27519,399151,1750
27527,493703,1751
27532,373380,1752
27542,301886,1753
27556,272669,1754
27566,341326,1755
27569,314443,1756
27597,378214,1757
27626,439133,1758
27635,542038,1759
27638,436007,1760
27639,259399,1761
27648,547107,1762
27654,365061,1763
27657,427532,1764
27663,231865,1765
27677,338508,1766
27691,87127,1767
27702,99173,1768
27716,506982,1769
27723,399461,1770
27726,80361,1771
27737,485312,1772
27739,314745,1773
27745,485348,1774
27748,485348,1775
27751,39538,1776
27774,74550,1777
27796,128544,1778
27811,341352,1779
27817,341326,1780
27827,542780,1781
27836,456694,1782
27840,109204,1783
27849,174208,1784
27862,329470,1785
27865,169642,1786
27873,188198,1787
27882,522092,1788
27884,141471,1789
27899,231528,1790
27906,275371,1791
27921,521598,1792
27939,310803,1793
27950,275061,1794
27953,47669,1795
27961,507063,1796
27963,304629,1797
27968,535855,1798
27994,534471,1799
28000,208857,1800
28028,429855,1801
28038,331743,1802
28052,526764,1803
28063,486875,1804
28068,284699,1805
28077,451174,1806
28081,537922,1807
28083,131944,1808
28090,395566,1809
28091,26564,1810
28096,150707,1811
28104,216368,1812
28107,34069,1813
28160,500233,1814
28175,168278,1815
28198,242226,1816
28202,179001,1817
28205,599,1818
28217,530421,1819
28220,350390,1820
28228,344715,1821
28231,164133,1822
28235,338539,1823
28242,169209,1824
28256,437107,1825
28269,319569,1826
28275,94800,1827
28284,149809,1828
28319,537553,1829
28321,62080,1830
28334,42128,1831
28351,505411,1832
28355,277519,1833
28359,61988,1834
28373,85039,1835
28383,66338,1836
28402,222737,1837
28423,100920,1838
28457,277892,1839
28470,52005,1840
28500,133887,1841
28512,190019,1842
28520,306262,1843
28530,258658,1844
28545,262922,1845
28562,523953,1846
28566,98855,1847
28573,288072,1848
28608,527583,1849
28610,118948,1850
28615,32082,1851
28623,493461,1852
28625,186966,1853
28629,29584,1854
28642,538606,1855
28645,465191,1856
28648,279387,1857
28652,521750,1858
28655,336130,1859
28659,265611,1860
28660,12060,1861
28675,500917,1862
28687,414719,1863
28691,253596,1864
28699,339508,1865
28701,401533,1866
28706,421254,1867
28714,476077,1868
28723,445322,1869
28729,164033,1870
28736,377380,1871
28739,372221,1872
28742,45922,1873
28746,491421,1874
28748,68641,1875
28800,543874,1876
28812,9254,1877
28838,39537,1878
28869,533157,1879
28875,119246,1880
28878,240095,1881
28881,356740,1882
28883,91927,1883
28895,299766,1884
28909,112408,1885
28921,393076,1886
28935,409882,1887
28941,228571,1888
28945,476657,1889
28979,311018,1890
29011,424559,1891
29022,542955,1892
29030,397878,1893
29037,446572,1894
29061,217427,1895
29090,418139,1896
29095,436007,1897
29100,239826,1898
29105,171028,1899
29113,508622,1900
29116,402485,1901
29120,78359,1902
29153,538974,1903
29186,544719,1904
29225,9247,1905
29260,372395,1906
29263,20182,1907
29272,171970,1908
29277,512545,1909
29302,374435,1910
29319,222180,1911
29336,297110,1912
29345,190019,1913
29351,402261,1914
29385,500862,1915
29393,215266,1916
29426,500865,1917
29430,45393,1918
29440,388702,1919
29447,513201,1920
29452,434764,1921
29457,278864,1922
29465,31054,1923
29510,282873,1924
29596,294202,1925
29638,89325,1926
29663,15661,1927
29701,452729,1928
29705,118500,1929
29723,500534,1930
29727,199812,1931
29734,73083,1932
29745,94800,1933
29754,432505,1934
29757,512545,1935
29762,192985,1936
29765,239451,1937
29773,437352,1938
29775,186966,1939
29777,55107,1940
29780,6633,1941
29809,136452,1942
29817,73766,1943
29826,67316,1944
29839,403163,1945
29842,138036,1946
29848,91816,1947
29853,210605,1948
29860,158802,1949
29866,514837,1950
29870,126430,1951
29885,216152,1952
29897,368180,1953
29906,180137,1954
29937,512147,1955
29955,293032,1956
29972,286245,1957
29980,288126,1958
29987,243477,1959
29993,62937,1960
30003,75969,1961
30015,428792,1962
30024,495066,1963
30030,428792,1964
30036,39540,1965
30059,83155,1966
30083,429428,1967
30096,446541,1968
30102,62937,1969
30122,501902,1970
30130,216724,1971
30141,363073,1972
30154,533157,1973
30158,213615,1974
30163,415955,1975
30170,189109,1976
30196,32239,1977
30219,179116,1978
30240,410930,1979
30244,171553,1980
30259,280334,1981
30268,277248,1982
30275,112823,1983
30279,335007,1984
30290,547883,1985
30298,378207,1986
30307,138272,1987
30316,17637,1988
30330,307002,1989
30338,89676,1990
30351,520150,1991
30358,428101,1992
30362,502349,1993
30365,13636,1994
30375,413287,1995
30376,202245,1996
30380,141498,1997
30383,4624,1998
30387,255527,1999
30393,255527,2000
30400,4704,2001
30423,275574,2002
30434,503639,2003
30441,465934,2004
30445,303749,2005
30469,545972,2006
30497,543619,2007
30511,121462,2008
30562,524843,2009
30571,486195,2010
30576,170327,2011
30590,437936,2012
30595,294616,2013
30605,304046,2014
30612,274517,2015
30618,268845,2016
30622,67555,2017
30651,469585,2018
30663,437879,2019
30669,111610,2020
30680,50982,2021
30693,517741,2022
30697,53978,2023
30718,264870,2024
30739,358440,2025
30745,299546,2026
30768,504033,2027
30775,264870,2028
30798,521114,2029
30802,208375,2030
30804,128316,2031
30809,542528,2032
30811,208375,2033
30815,445147,2034
30816,64741,2035
30821,441286,2036
30822,128316,2037
30827,542528,2038
30832,145294,2039
30853,245958,2040
30863,279279,2041
30873,395215,2042
30879,107729,2043
30886,312313,2044
30892,386375,2045
30895,131944,2046
30899,191151,2047
30904,288952,2048
30907,220085,2049
30912,50387,2050
30920,419978,2051
30921,78242,2052
30925,14960,2053
30935,444567,2054
30939,463934,2055
30941,84112,2056
30946,463313,2057
30949,84112,2058
30954,329071,2059
30963,475234,2060
30974,354090,2061
30989,464198,2062
31000,280772,2063
31003,78359,2064
31007,287533,2065
31025,363428,2066
31038,464207,2067
31045,152758,2068
31051,335007,2069
31054,89278,2070
31060,263164,2071
31069,453272,2072
31084,283031,2073
31114,423934,2074
31122,119487,2075
31144,58989,2076
31156,74354,2077
31168,62494,2078
31177,67152,2079
31191,521532,2080
31195,316312,2081
31213,219980,2082
31242,183393,2083
31250,223851,2084
31253,45156,2085
31257,404155,2086
31260,192636,2087
31265,23175,2088
31271,149250,2089
31287,202401,2090
31336,141343,2091
31353,91816,2092
31376,369899,2093
31392,214804,2094
31411,450237,2095
31418,529308,2096
31426,457222,2097
31430,219322,2098
31434,443155,2099
31437,443155,2100
31440,443155,2101
31441,188409,2102
31453,531212,2103
31459,315446,2104
31466,161318,2105
31474,38926,2106
31490,376908,2107
31494,38926,2108
31517,501512,2109
31532,213860,2110
31552,289508,2111
31564,504235,2112
31569,289685,2113
31593,528285,2114
31607,435500,2115
31616,146269,2116
31625,10861,2117
31630,500504,2118
31635,387833,2119
31642,276154,2120
31647,71651,2121
31654,362231,2122
31658,238496,2123
31663,505924,2124
31666,382295,2125
31686,528285,2126
31695,428205,2127
31717,539640,2128
31724,242523,2129
31735,291832,2130
31764,497625,2131
31778,140298,2132
31809,301886,2133
31820,223767,2134
31829,174631,2135
31838,337981,2136
31841,47797,2137
31847,347707,2138
31851,315381,2139
31859,341352,2140
31864,88413,2141
31873,382265,2142
31876,4102,2143
31883,357878,2144
31886,208375,2145
31889,337448,2146
31893,542528,2147
31903,377023,2148
31913,355427,2149
31915,312402,2150
31921,229998,2151
31925,161307,2152
31932,409202,2153
31942,535871,2154
31944,350365,2155
31950,265611,2156
31954,276495,2157
31962,127960,2158
31970,370860,2159
31980,329508,2160
31995,442368,2161
32000,235705,2162
32009,144283,2163
32029,517813,2164
32036,315446,2165
32045,101960,2166
32068,132287,2167
32071,13507,2168
32097,132286,2169
32105,308654,2170
32111,7834,2171
32117,26567,2172
32126,438364,2173
32129,67936,2174
32135,41256,2175
32138,17215,2176
32145,547254,2177
32149,101389,2178
32157,101389,2179
32178,384540,2180
32185,103520,2181
32198,250011,2182
32205,136296,2183
32212,478888,2184
32225,522415,2185
32230,365198,2186
32248,487203,2187
32261,490177,2188
32267,109422,2189
32271,55727,2190
32280,267803,2191
32294,269821,2192
32306,212864,2193
32322,490051,2194
32326,221870,2195
32330,378063,2196
32334,520891,2197
32337,167426,2198
32361,503374,2199
32386,424628,2200
32399,415698,2201
32402,124977,2202
32409,312520,2203
32416,282607,2204
32420,13636,2205
32427,201171,2206
32431,202245,2207
32437,387856,2208
32441,287495,2209
32444,303927,2210
32446,131944,2211
32448,3098,2212
32453,139762,2213
32464,152220,2214
32471,327599,2215
32476,228006,2216
32494,430982,2217
32498,39539,2218
32521,486552,2219
32528,423405,2220
32535,505924,2221
32538,256515,2222
32541,221870,2223
32543,153672,2224
32546,227683,2225
32549,179001,2226
32556,37874,2227
32579,293946,2228
32591,470671,2229
32593,136296,2230
32599,309494,2231
32605,547342,2232
32609,380082,2233
32612,361698,2234
32613,55107,2235
32617,361696,2236
32625,161472,2237
32646,443073,2238
32652,136713,2239
32665,311035,2240
32672,433118,2241
32683,542899,2242
32684,239451,2243
32689,542528,2244
32692,77793,2245
32733,104176,2246
32799,481690,2247
32807,311601,2248
32824,473895,2249
32826,334107,2250
32829,81384,2251
32833,344202,2252
32838,174471,2253
32843,25301,2254
32850,372238,2255
32855,413095,2256
32861,127085,2257
32870,331787,2258
32873,304985,2259
32882,478888,2260
32884,454021,2261
32890,417645,2262
32899,457766,2263
32903,378674,2264
32907,537472,2265
32908,131606,2266
32913,9526,2267
32945,222735,2268
32954,396741,2269
32961,400813,2270
32965,84839,2271
32973,531532,2272
32998,121462,2273
33082,517527,2274
33087,281988,2275
33091,112813,2276
33097,170327,2277
33100,433612,2278
33107,280772,2279
33109,51493,2280
33124,239826,2281
33134,490295,2282
33197,502809,2283
33221,323993,2284
33233,87081,2285
33266,506485,2286
33270,239211,2287
33279,78909,2288
33289,19752,2289
33298,38076,2290
33309,386375,2291
33312,252628,2292
33315,174172,2293
33320,537116,2294
33323,442646,2295
33325,266568,2296
33344,418605,2297
33349,332135,2298
33353,103148,2299
33374,342020,2300
33391,279516,2301
33408,316486,2302
33413,49230,2303
33426,134224,2304
33492,545972,2305
33528,10034,2306
33564,536741,2307
33576,110507,2308
33585,20185,2309
33594,207285,2310
33596,240095,2311
33611,174181,2312
33623,85046,2313
33639,234920,2314
33645,354072,2315
33648,465191,2316
33650,98075,2317
33655,521750,2318
33657,180100,2319
33669,547883,2320
33673,330244,2321
33683,461680,2322
33687,120615,2323
33701,521157,2324
33704,362571,2325
33707,372238,2326
33715,61891,2327
33791,158023,2328
33831,312007,2329
33835,241623,2330
33840,221870,2331
33844,507575,2332
33860,231148,2333
33895,53416,2334
33924,293070,2335
33939,140014,2336
33951,331603,2337
33965,385265,2338
33971,291163,2339
33988,386683,2340
34001,353931,2341
34012,203826,2342
34029,252984,2343
34037,335007,2344
34038,227683,2345
34047,535350,2346
34048,4085,2347
34053,168522,2348
34056,73466,2349
34061,217024,2350
34066,110816,2351
34071,275375,2352
34075,343803,2353
34079,347707,2354
34084,449093,2355
34087,394915,2356
34088,200103,2357
34104,66910,2358
34144,30515,2359
34158,178128,2360
34163,133069,2361
34178,263165,2362
34182,8558,2363
34188,110816,2364
34197,322781,2365
34205,219615,2366
34208,217024,2367
34233,212260,2368
34272,293920,2369
34302,366131,2370
34326,502108,2371
34334,347999,2372
34348,477697,2373
34355,251237,2374
34360,380082,2375
34363,21823,2376
34617,492399,2377
34695,444746,2378
34743,484103,2379
34763,269637,2380
34796,287458,2381
34816,394650,2382
34844,531535,2383
34855,336133,2384
34867,235705,2385
34874,2230,2386
34886,199179,2387
34906,373727,2388
34921,243158,2389
34928,99173,2390
34942,506982,2391
34948,383708,2392
34952,80361,2393
34959,275568,2394
34964,191369,2395
34972,470929,2396
34976,296908,2397
34994,366253,2398
35004,365196,2399
35017,164828,2400
35041,523685,2401
35045,84384,2402
35056,133099,2403
35067,359673,2404
35074,170327,2405
35076,2525,2406
35088,377832,2407
35118,366784,2408
35152,456623,2409
35169,66791,2410
35213,404752,2411
35220,233695,2412
35225,60840,2413
35234,12346,2414
35242,309494,2415
35245,454021,2416
35251,363813,2417
35256,77713,2418
35268,546598,2419
35276,516378,2420
35279,544664,2421
35305,255835,2422
35363,335171,2423
35375,60502,2424
35409,538078,2425
35413,123508,2426
35418,314450,2427
35431,111167,2428
35446,148017,2429
35456,422490,2430
35461,163163,2431
35468,288321,2432
35473,303549,2433
35478,414228,2434
35481,490282,2435
35483,9650,2436
35542,545678,2437
35546,5384,2438
35559,364760,2439
35577,526436,2440
35584,309704,2441
35590,74313,2442
35607,542678,2443
35614,462180,2444
35622,292331,2445
35631,522748,2446
35635,13475,2447
35643,121097,2448
35648,113748,2449
35656,89052,2450
35665,512100,2451
35666,13636,2452
35676,499031,2453
35679,102034,2454
35685,414228,2455
35690,537922,2456
35691,4624,2457
35699,305037,2458
35708,436141,2459
35710,244648,2460
35720,486636,2461
35723,226158,2462
35732,240416,2463
35737,290174,2464
35743,446726,2465
35746,377661,2466
35757,410930,2467
35776,120970,2468
35890,503771,2469
35899,97023,2470
35914,264947,2471
35915,158129,2472
35922,321512,2473
35928,263166,2474
35939,451794,2475
35945,505924,2476
35947,172754,2477
35951,12062,2478
35954,33551,2479
35966,364650,2480
35970,172754,2481
35975,29584,2482
35978,288952,2483
36020,544993,2484
36044,520043,2485
36055,284655,2486
36072,223513,2487
36080,22753,2488
36097,81900,2489
36118,467252,2490
36125,52665,2491
36250,450997,2492
36272,346543,2493
36279,104465,2494
36292,490929,2495
36296,164456,2496
36303,215266,2497
36308,260781,2498
36315,264947,2499
36317,292038,2500
36319,217261,2501
36323,292038,2502
36327,413584,2503
36339,247642,2504
36364,338137,2505
36368,505654,2506
36374,340186,2507
36377,356553,2508
36379,327599,2509
36388,378207,2510
36394,147571,2511
36413,440798,2512
36421,395623,2513
36433,476488,2514
36440,390184,2515
36451,484324,2516
36456,451013,2517
36467,520150,2518
36473,395215,2519
36479,456487,2520
36483,89052,2521
36487,19370,2522
36496,354313,2523
36501,276109,2524
36509,413287,2525
36514,445494,2526
36518,537922,2527
36519,60243,2528
36522,4624,2529
36539,152199,2530
36566,215112,2531
36596,465991,2532
36607,503396,2533
36616,257621,2534
36637,487659,2535
36641,207697,2536
36651,56946,2537
36667,258658,2538
36682,524962,2539
36683,148918,2540
36692,431508,2541
36694,78359,2542
36732,525406,2543
36762,459124,2544
36790,352994,2545
36831,500867,2546
36854,419009,2547
36877,443897,2548
36886,189286,2549
36904,358002,2550
36917,442607,2551
36920,5453,2552
36933,97128,2553
36944,499056,2554
36949,141343,2555
36968,438364,2556
36969,85664,2557
36975,66334,2558
36984,282602,2559
36988,448700,2560
36989,19097,2561
37008,32975,2562
37019,66281,2563
37037,48394,2564
37050,523549,2565
37051,87698,2566
37064,267466,2567
37071,543483,2568
37074,122147,2569
37080,377372,2570
37082,152001,2571
37088,217362,2572
37090,113217,2573
37094,231953,2574
37100,335007,2575
37120,179922,2576
37153,5384,2577
37172,255813,2578
37237,117409,2579
37263,300120,2580
37282,154140,2581
37307,300953,2582
37318,177753,2583
37326,325048,2584
37332,20888,2585
37341,353272,2586
37349,461964,2587
37354,72864,2588
37363,77110,2589
37369,222735,2590
37375,474241,2591
37378,293470,2592
37382,399687,2593
37386,394975,2594
37388,62861,2595
37402,175382,2596
37424,435660,2597
37433,149143,2598
37440,507575,2599
37444,458331,2600
37449,172383,2601
37488,69033,2602
37496,234089,2603
37506,111754,2604
37513,160702,2605
37521,270238,2606
37524,435234,2607
37528,468259,2608
37530,84309,2609
37536,344204,2610
37542,344204,2611
37547,344202,2612
37555,440423,2613
37558,174471,2614
37568,440425,2615
37571,115062,2616
37579,400924,2617
37582,80447,2618
37586,12060,2619
37592,264947,2620
37595,464340,2621
37597,272098,2622
37621,542826,2623
37632,522869,2624
37640,123802,2625
37661,360803,2626
37667,51660,2627
37686,113369,2628
37701,461219,2629
37710,499264,2630
37714,170304,2631
37764,426077,2632
37777,490063,2633
37783,280717,2634
37790,211808,2635
37797,249025,2636
37819,522331,2637
37826,360803,2638
37924,443731,2639
37977,269463,2640
38040,53841,2641
38081,349247,2642
38105,452729,2643
38118,448868,2644
38125,380243,2645
38130,186907,2646
38137,22558,2647
38145,244648,2648
38150,304504,2649
38151,109934,2650
38156,42018,2651
38183,533220,2652
38187,169502,2653
38192,116407,2654
38195,174471,2655
38202,344202,2656
38211,440425,2657
38212,128026,2658
38223,369146,2659
38226,37922,2660
38250,478116,2661
38261,346530,2662
38267,80361,2663
38278,381652,2664
38279,15018,2665
38288,328123,2666
38291,175869,2667
38295,350932,2668
38296,64191,2669
38308,51617,2670
38330,173303,2671
38333,262790,2672
38342,288321,2673
38346,303521,2674
38350,200511,2675
38355,298418,2676
38359,490282,2677
38367,136953,2678
38383,43288,2679
38394,147735,2680
38402,441286,2681
38405,445147,2682
38406,64741,2683
38409,236462,2684
38413,293470,2685
38416,399672,2686
38420,542864,2687
38425,433612,2688
38429,287016,2689
38460,167801,2690
38511,161883,2691
38526,191076,2692
38542,146900,2693
38559,113052,2694
38567,476054,2695
38569,68775,2696
38576,252628,2697
38581,478316,2698
38582,168501,2699
38585,46977,2700
38600,327059,2701
38627,431971,2702
38629,115521,2703
38633,380082,2704
38634,41256,2705
38638,193098,2706
38645,425584,2707
38649,364317,2708
38663,461015,2709
38667,221367,2710
38671,477532,2711
38675,420502,2712
38681,224007,2713
38682,413965,2714
38686,361696,2715
38689,361696,2716
38692,222382,2717
38697,520468,2718
38701,441286,2719
38704,445147,2720
38707,542528,2721
38708,2959,2722
38716,260685,2723
38720,471355,2724
38732,388133,2725
38741,446572,2726
38746,221367,2727
38751,515304,2728
38753,395816,2729
38758,415253,2730
38769,25749,2731
38950,234093,2732
39016,231184,2733
39037,197866,2734
39059,530008,2735
39071,464182,2736
39079,392391,2737
39085,169044,2738
39094,149459,2739
39102,86967,2740
39113,347287,2741
39121,437181,2742
39129,334761,2743
39137,461219,2744
39139,162579,2745
39152,302342,2746
39161,94800,2747
39167,303218,2748
39170,221362,2749
39173,230731,2750
39179,221362,2751
39182,280181,2752
39191,112814,2753
39210,288273,2754
39248,452678,2755
39255,31146,2756
39262,446826,2757
39265,28328,2758
39272,298838,2759
39277,345903,2760
39284,389114,2761
39287,345903,2762
39352,425681,2763
39428,518984,2764
39468,337486,2765
39490,216938,2766
39498,272062,2767
39505,201631,2768
39517,62296,2769
39531,185709,2770
39539,215320,2771
39554,335458,2772
39562,299566,2773
39571,463294,2774
39578,469316,2775
39583,471616,2776
39586,6984,2777
39595,431927,2778
39598,149250,2779
39601,361698,2780
39604,361698,2781
39606,168754,2782
39608,55107,2783
39613,57073,2784
39634,36892,2785
39654,336242,2786
39659,56946,2787
39672,332943,2788
39680,280502,2789
39681,33959,2790
39738,446488,2791
39773,445998,2792
39779,189151,2793
39800,325697,2794
39813,405822,2795
39817,19752,2796
39831,266342,2797
39839,450893,2798
39845,269006,2799
39849,296511,2800
39852,175869,2801
39854,46977,2802
39858,467601,2803
39860,13436,2804
39865,520439,2805
39868,520439,2806
39871,252184,2807
39947,531641,2808
39975,498010,2809
39983,471342,2810
39985,69880,2811
39993,343813,2812
40077,437413,2813
40114,540372,2814
40117,132215,2815
40123,74012,2816
40150,140456,2817
40246,273670,2818
40253,245498,2819
40260,162579,2820
40281,509112,2821
40293,533220,2822
40299,284992,2823
40302,138036,2824
40309,116407,2825
40321,212232,2826
40370,293032,2827
40398,365166,2828
40413,458567,2829
40415,5453,2830
40430,499056,2831
40434,204591,2832
40437,217261,2833
40441,292038,2834
40447,452788,2835
40449,118476,2836
40456,537472,2837
40462,395566,2838
40467,267768,2839
40469,161328,2840
40477,220061,2841
40481,337976,2842
40488,462944,2843
40493,203547,2844
40508,426077,2845
40518,238935,2846
40527,87493,2847
40542,243839,2848
40554,392919,2849
40561,163587,2850
40565,77227,2851
40569,183955,2852
40572,117068,2853
40587,430740,2854
40594,364760,2855
40602,74313,2856
40614,50948,2857
40623,173303,2858
40630,510439,2859
40633,262790,2860
40639,113748,2861
40649,371227,2862
40654,414228,2863
40659,524274,2864
40661,298418,2865
40666,456247,2866
40668,301690,2867
40672,141471,2868
40675,79786,2869
40692,189151,2870
40715,276395,2871
40722,301581,2872
40733,372164,2873
40740,383708,2874
40748,507063,2875
40751,337585,2876
40756,274521,2877
40760,438775,2878
40763,465191,2879
40767,481910,2880
40769,42560,2881
40777,461964,2882
40783,221445,2883
40792,222735,2884
40802,242523,2885
40810,24557,2886
40829,522928,2887
40831,78359,2888
40834,14280,2889
40851,373202,2890
40857,29932,2891
40863,183325,2892
40868,33373,2893
40874,286521,2894
40876,244648,2895
40880,45157,2896
40882,8157,2897
40886,269590,2898
40888,141160,2899
40900,347908,2900
40903,413095,2901
40908,84112,2902
40912,173411,2903
40918,529308,2904
40919,84112,2905
40923,173411,2906
40926,295308,2907
40938,545994,2908
40943,213604,2909
40969,270973,2910
41013,216507,2911
41061,240484,2912
41082,118399,2913
41094,208815,2914
41107,474169,2915
41139,287524,2916
41176,18059,2917
41232,214485,2918
41265,99883,2919
41296,292843,2920
41307,190509,2921
41313,118252,2922
41321,313239,2923
41324,116154,2924
41329,339336,2925
41340,255800,2926
41416,532991,2927
41422,389547,2928
41429,86735,2929
41441,507063,2930
41446,505734,2931
41450,469721,2932
41451,288072,2933
41456,238496,2934
41460,246173,2935
41467,147969,2936
41475,202927,2937
41479,317337,2938
41483,262777,2939
41486,249126,2940
41492,258819,2941
41510,300747,2942
41537,544170,2943
41539,62861,2944
41555,231618,2945
41576,149744,2946
41597,430451,2947
41601,78953,2948
41617,467177,2949
41622,321512,2950
41630,490295,2951
41634,448166,2952
41659,342254,2953
41678,346359,2954
41691,112313,2955
41704,201212,2956
41714,134175,2957
41723,108939,2958
41736,540519,2959
41738,45243,2960
41764,312017,2961
41788,401756,2962
41796,50774,2963
41819,484443,2964
41827,340397,2965
41836,405248,2966
41842,406903,2967
41850,425125,2968
41873,322841,2969
41889,67936,2970
41903,545919,2971
41913,387236,2972
41917,53541,2973
41925,207188,2974
41936,471375,2975
41940,361696,2976
41952,523549,2977
41954,87699,2978
41964,158496,2979
41971,24554,2980
41981,445322,2981
41989,415037,2982
41990,127683,2983
41998,377372,2984
42001,371910,2985
42006,339508,2986
42010,197818,2987
42013,45922,2988
42018,409927,2989
42024,147152,2990
42040,91816,2991
42051,152589,2992
42090,460517,2993
42095,148286,2994
42117,434433,2995
42133,414633,2996
42144,453071,2997
42151,325123,2998
42166,294760,2999
42172,92955,3000
42183,207834,3001
42190,287486,3002
42194,156330,3003
42202,365061,3004
42204,192266,3005
42207,27892,3006
42213,457372,3007
42216,519897,3008
42223,476156,3009
42225,82457,3010
42234,482546,3011
42239,261575,3012
42242,446726,3013
42246,16050,3014
42278,99780,3015
42363,533027,3016
42376,169330,3017
42416,232317,3018
42457,510767,3019
42465,138218,3020
42488,1994,3021
42528,451489,3022
42542,522339,3023
42546,276753,3024
42555,232272,3025
42562,124384,3026
42586,406080,3027
42596,495824,3028
42600,30039,3029
42613,262219,3030
42621,376122,3031
42628,477206,3032
42632,486120,3033
42634,227369,3034
42638,82924,3035
42657,312146,3036
42674,91722,3037
42707,363419,3038
42724,481100,3039
42733,306262,3040
42738,109138,3041
42748,180712,3042
42760,120631,3043
42767,318491,3044
42770,55727,3045
42787,137763,3046
42843,483126,3047
42855,215112,3048
42878,322563,3049
42897,503406,3050
42903,160798,3051
42921,280181,3052
42936,446037,3053
42948,331974,3054
42956,223767,3055
42964,287142,3056
42969,53528,3057
42976,335007,3058
42985,535871,3059
42988,226599,3060
42993,406965,3061
42995,23175,3062
43000,350365,3063
43005,29584,3064
43009,427532,3065
43010,138475,3066
43015,133099,3067
43028,280502,3068
43036,495066,3069
43037,170242,3070
43042,23338,3071
43061,535503,3072
43064,349244,3073
43071,289765,3074
43079,180712,3075
43089,360239,3076
43092,174206,3077
43107,238939,3078
43112,200920,3079
43120,338515,3080
43124,330244,3081
43132,303218,3082
43136,84839,3083
43143,270293,3084
43152,127085,3085
43165,537346,3086
43167,255527,3087
43172,77701,3088
43180,408908,3089
43182,51893,3090
43209,263165,3091
43215,133416,3092
43221,440525,3093
43224,391697,3094
43230,301684,3095
43236,136774,3096
43244,433711,3097
43252,544421,3098
43269,247343,3099
43305,280988,3100
43329,268827,3101
43341,464899,3102
43344,446826,3103
43347,28328,3104
43353,37883,3105
43415,528449,3106
43419,295064,3107
43437,522935,3108
43442,377538,3109
43452,354092,3110
43463,335007,3111
43464,90938,3112
43473,125175,3113
43479,329327,3114
43482,262777,3115
43484,47669,3116
43488,9526,3117
43522,289765,3118
43533,236045,3119
43537,112821,3120
43541,426017,3121
43550,153391,3122
43577,396743,3123
43593,543522,3124
43597,382792,3125
43606,353325,3126
43616,507063,3127
43620,212121,3128
43625,156783,3129
43634,413062,3130
43638,337592,3131
43640,101668,3132
43645,211006,3133
43651,213681,3134
43656,395427,3135
43659,517791,3136
43662,537116,3137
43664,140683,3138
43669,424741,3139
43678,158534,3140
43681,262790,3141
43716,102786,3142
43872,267589,3143
43978,421373,3144
44031,360322,3145
44061,81042,3146
44145,482033,3147
44173,271270,3148
44209,186312,3149
44232,94166,3150
44278,462530,3151
44296,120959,3152
44337,493075,3153
44361,422194,3154
44369,109197,3155
44404,376458,3156
44417,31953,3157
44437,54168,3158
44472,511373,3159
44482,233864,3160
44496,186585,3161
44510,202570,3162
44523,2348,3163
44539,44111,3164
44554,47521,3165
44571,331116,3166
44578,42176,3167
44596,462345,3168
44601,228303,3169
44611,136452,3170
44627,490100,3171
44633,73725,3172
44644,446662,3173
44655,429802,3174
44660,374193,3175
44671,160818,3176
44677,515626,3177
44683,112416,3178
44712,510393,3179
44714,192260,3180
44721,500105,3181
44725,12062,3182
44730,82924,3183
44732,189478,3184
44744,129719,3185
44774,355197,3186
44788,288738,3187
44802,389712,3188
44816,263268,3189
44830,276395,3190
44838,320317,3191
44843,188916,3192
44852,210166,3193
44860,311724,3194
44865,144469,3195
44874,456488,3196
44877,274521,3197
44881,338877,3198
44885,354072,3199
44887,169423,3200
44890,123654,3201
44895,521750,3202
44911,294698,3203
44924,311601,3204
44938,289804,3205
44945,38006,3206
44958,486322,3207
44963,416394,3208
44964,315279,3209
44999,485327,3210
45016,517168,3211
45018,21403,3212
45031,133331,3213
45038,127958,3214
45041,69059,3215
45045,286624,3216
45054,413249,3217
45062,237209,3218
45068,509314,3219
45071,54424,3220
45077,249599,3221
45082,541175,3222
45084,318313,3223
45088,485348,3224
45089,51981,3225
45094,289084,3226
45106,391925,3227
45116,365197,3228
45128,369920,3229
45136,337976,3230
45140,69474,3231
45146,78359,3232
45254,444736,3233
