d3mIndex,type,repeat,fold
17984,TRAIN,0,0
17994,TRAIN,0,0
17996,TRAIN,0,0
18000,TRAIN,0,0
18004,TRAIN,0,0
18006,TRAIN,0,0
18056,TRAIN,0,0
18074,TRAIN,0,0
18105,TRAIN,0,0
18128,TRAIN,0,0
18164,TRAIN,0,0
18184,TRAIN,0,0
18198,TRAIN,0,0
18206,TRAIN,0,0
18217,TRAIN,0,0
18231,TRAIN,0,0
18274,TRAIN,0,0
18287,TRAIN,0,0
18288,TRAIN,0,0
18294,TRAIN,0,0
18310,TRAIN,0,0
18331,TRAIN,0,0
18337,TRAIN,0,0
18344,TRAIN,0,0
18348,TRAIN,0,0
18373,TRAIN,0,0
18377,TRAIN,0,0
18380,TRAIN,0,0
18411,TRAIN,0,0
18414,TRAIN,0,0
18420,TRAIN,0,0
18426,TRAIN,0,0
18444,TRAIN,0,0
18467,TRAIN,0,0
18501,TRAIN,0,0
18521,TRAIN,0,0
18525,TRAIN,0,0
18530,TRAIN,0,0
18567,TRAIN,0,0
18586,TRAIN,0,0
18589,TRAIN,0,0
18593,TRAIN,0,0
18622,TRAIN,0,0
18634,TRAIN,0,0
18639,TRAIN,0,0
18642,TRAIN,0,0
18669,TRAIN,0,0
18703,TRAIN,0,0
18719,TRAIN,0,0
18730,TRAIN,0,0
18736,TRAIN,0,0
18745,TRAIN,0,0
18758,TRAIN,0,0
18790,TRAIN,0,0
18806,TRAIN,0,0
18819,TRAIN,0,0
18839,TRAIN,0,0
18852,TRAIN,0,0
18855,TRAIN,0,0
18859,TRAIN,0,0
18871,TRAIN,0,0
18909,TRAIN,0,0
18919,TRAIN,0,0
18932,TRAIN,0,0
18956,TRAIN,0,0
18970,TRAIN,0,0
18971,TRAIN,0,0
18982,TRAIN,0,0
18997,TRAIN,0,0
19002,TRAIN,0,0
19006,TRAIN,0,0
19093,TRAIN,0,0
19119,TRAIN,0,0
19145,TRAIN,0,0
19151,TRAIN,0,0
19166,TRAIN,0,0
19173,TRAIN,0,0
19180,TRAIN,0,0
19191,TRAIN,0,0
19197,TRAIN,0,0
19201,TRAIN,0,0
19211,TRAIN,0,0
19246,TRAIN,0,0
19279,TRAIN,0,0
19314,TRAIN,0,0
19319,TRAIN,0,0
19336,TRAIN,0,0
19347,TRAIN,0,0
19359,TRAIN,0,0
19390,TRAIN,0,0
19406,TRAIN,0,0
19429,TRAIN,0,0
19442,TRAIN,0,0
19480,TRAIN,0,0
19504,TRAIN,0,0
19506,TRAIN,0,0
19513,TRAIN,0,0
19533,TRAIN,0,0
19552,TRAIN,0,0
19563,TRAIN,0,0
19575,TRAIN,0,0
19580,TRAIN,0,0
19589,TRAIN,0,0
19635,TRAIN,0,0
19692,TRAIN,0,0
19719,TRAIN,0,0
19727,TRAIN,0,0
19742,TRAIN,0,0
19806,TRAIN,0,0
19857,TRAIN,0,0
19861,TRAIN,0,0
19871,TRAIN,0,0
19880,TRAIN,0,0
19883,TRAIN,0,0
19899,TRAIN,0,0
19905,TRAIN,0,0
19916,TRAIN,0,0
19919,TRAIN,0,0
19921,TRAIN,0,0
19930,TRAIN,0,0
19935,TRAIN,0,0
19939,TRAIN,0,0
19946,TRAIN,0,0
19963,TRAIN,0,0
19974,TRAIN,0,0
19987,TRAIN,0,0
20018,TRAIN,0,0
20029,TRAIN,0,0
20040,TRAIN,0,0
20047,TRAIN,0,0
20061,TRAIN,0,0
20068,TRAIN,0,0
20072,TRAIN,0,0
20081,TRAIN,0,0
20083,TRAIN,0,0
20096,TRAIN,0,0
20109,TRAIN,0,0
20134,TRAIN,0,0
20141,TRAIN,0,0
20146,TRAIN,0,0
20150,TRAIN,0,0
20159,TRAIN,0,0
20162,TRAIN,0,0
20178,TRAIN,0,0
20186,TRAIN,0,0
20197,TRAIN,0,0
20202,TRAIN,0,0
20217,TRAIN,0,0
20225,TRAIN,0,0
20233,TRAIN,0,0
20235,TRAIN,0,0
20241,TRAIN,0,0
20247,TRAIN,0,0
20263,TRAIN,0,0
20280,TRAIN,0,0
20285,TRAIN,0,0
20324,TRAIN,0,0
20344,TRAIN,0,0
20362,TRAIN,0,0
20365,TRAIN,0,0
20381,TRAIN,0,0
20418,TRAIN,0,0
20425,TRAIN,0,0
20434,TRAIN,0,0
20447,TRAIN,0,0
20452,TRAIN,0,0
20481,TRAIN,0,0
20488,TRAIN,0,0
20523,TRAIN,0,0
20535,TRAIN,0,0
20558,TRAIN,0,0
20568,TRAIN,0,0
20571,TRAIN,0,0
20579,TRAIN,0,0
20585,TRAIN,0,0
20594,TRAIN,0,0
20617,TRAIN,0,0
20624,TRAIN,0,0
20627,TRAIN,0,0
20644,TRAIN,0,0
20653,TRAIN,0,0
20658,TRAIN,0,0
20659,TRAIN,0,0
20757,TRAIN,0,0
20763,TRAIN,0,0
20767,TRAIN,0,0
20776,TRAIN,0,0
20783,TRAIN,0,0
20788,TRAIN,0,0
20791,TRAIN,0,0
20796,TRAIN,0,0
20813,TRAIN,0,0
20825,TRAIN,0,0
20832,TRAIN,0,0
20848,TRAIN,0,0
20865,TRAIN,0,0
20869,TRAIN,0,0
20882,TRAIN,0,0
20915,TRAIN,0,0
20924,TRAIN,0,0
20929,TRAIN,0,0
20945,TRAIN,0,0
20953,TRAIN,0,0
20962,TRAIN,0,0
20967,TRAIN,0,0
21029,TRAIN,0,0
21060,TRAIN,0,0
21080,TRAIN,0,0
21093,TRAIN,0,0
21099,TRAIN,0,0
21105,TRAIN,0,0
21113,TRAIN,0,0
21115,TRAIN,0,0
21134,TRAIN,0,0
21146,TRAIN,0,0
21177,TRAIN,0,0
21202,TRAIN,0,0
21214,TRAIN,0,0
21221,TRAIN,0,0
21228,TRAIN,0,0
21244,TRAIN,0,0
21245,TRAIN,0,0
21252,TRAIN,0,0
21264,TRAIN,0,0
21285,TRAIN,0,0
21300,TRAIN,0,0
21306,TRAIN,0,0
21307,TRAIN,0,0
21312,TRAIN,0,0
21318,TRAIN,0,0
21336,TRAIN,0,0
21357,TRAIN,0,0
21413,TRAIN,0,0
21416,TRAIN,0,0
21467,TRAIN,0,0
21474,TRAIN,0,0
21488,TRAIN,0,0
21497,TRAIN,0,0
21531,TRAIN,0,0
21543,TRAIN,0,0
21547,TRAIN,0,0
21560,TRAIN,0,0
21581,TRAIN,0,0
21609,TRAIN,0,0
21614,TRAIN,0,0
21626,TRAIN,0,0
21649,TRAIN,0,0
21653,TRAIN,0,0
21663,TRAIN,0,0
21669,TRAIN,0,0
21673,TRAIN,0,0
21675,TRAIN,0,0
21743,TRAIN,0,0
21783,TRAIN,0,0
21802,TRAIN,0,0
21807,TRAIN,0,0
21821,TRAIN,0,0
21836,TRAIN,0,0
21837,TRAIN,0,0
21847,TRAIN,0,0
21851,TRAIN,0,0
21854,TRAIN,0,0
21871,TRAIN,0,0
21882,TRAIN,0,0
21908,TRAIN,0,0
21913,TRAIN,0,0
21945,TRAIN,0,0
21951,TRAIN,0,0
21973,TRAIN,0,0
21982,TRAIN,0,0
22011,TRAIN,0,0
22023,TRAIN,0,0
22057,TRAIN,0,0
22066,TRAIN,0,0
22083,TRAIN,0,0
22087,TRAIN,0,0
22093,TRAIN,0,0
22094,TRAIN,0,0
22101,TRAIN,0,0
22116,TRAIN,0,0
22118,TRAIN,0,0
22129,TRAIN,0,0
22134,TRAIN,0,0
22135,TRAIN,0,0
22139,TRAIN,0,0
22149,TRAIN,0,0
22188,TRAIN,0,0
22201,TRAIN,0,0
22202,TRAIN,0,0
22213,TRAIN,0,0
22214,TRAIN,0,0
22227,TRAIN,0,0
22235,TRAIN,0,0
22239,TRAIN,0,0
22306,TRAIN,0,0
22342,TRAIN,0,0
22354,TRAIN,0,0
22389,TRAIN,0,0
22403,TRAIN,0,0
22411,TRAIN,0,0
22420,TRAIN,0,0
22429,TRAIN,0,0
22436,TRAIN,0,0
22439,TRAIN,0,0
22445,TRAIN,0,0
22479,TRAIN,0,0
22481,TRAIN,0,0
22496,TRAIN,0,0
22507,TRAIN,0,0
22525,TRAIN,0,0
22529,TRAIN,0,0
22531,TRAIN,0,0
22534,TRAIN,0,0
22562,TRAIN,0,0
22586,TRAIN,0,0
22596,TRAIN,0,0
22617,TRAIN,0,0
22628,TRAIN,0,0
22654,TRAIN,0,0
22671,TRAIN,0,0
22692,TRAIN,0,0
22737,TRAIN,0,0
22758,TRAIN,0,0
22780,TRAIN,0,0
22794,TRAIN,0,0
22803,TRAIN,0,0
22829,TRAIN,0,0
22854,TRAIN,0,0
22863,TRAIN,0,0
22867,TRAIN,0,0
22882,TRAIN,0,0
22913,TRAIN,0,0
22947,TRAIN,0,0
22950,TRAIN,0,0
22960,TRAIN,0,0
22964,TRAIN,0,0
22975,TRAIN,0,0
22979,TRAIN,0,0
22995,TRAIN,0,0
22999,TRAIN,0,0
23008,TRAIN,0,0
23024,TRAIN,0,0
23029,TRAIN,0,0
23039,TRAIN,0,0
23065,TRAIN,0,0
23082,TRAIN,0,0
23083,TRAIN,0,0
23093,TRAIN,0,0
23096,TRAIN,0,0
23100,TRAIN,0,0
23111,TRAIN,0,0
23128,TRAIN,0,0
23137,TRAIN,0,0
23147,TRAIN,0,0
23153,TRAIN,0,0
23161,TRAIN,0,0
23176,TRAIN,0,0
23180,TRAIN,0,0
23185,TRAIN,0,0
23198,TRAIN,0,0
23204,TRAIN,0,0
23214,TRAIN,0,0
23225,TRAIN,0,0
23265,TRAIN,0,0
23290,TRAIN,0,0
23296,TRAIN,0,0
23309,TRAIN,0,0
23360,TRAIN,0,0
23373,TRAIN,0,0
23412,TRAIN,0,0
23422,TRAIN,0,0
23463,TRAIN,0,0
23473,TRAIN,0,0
23486,TRAIN,0,0
23489,TRAIN,0,0
23499,TRAIN,0,0
23513,TRAIN,0,0
23524,TRAIN,0,0
23528,TRAIN,0,0
23541,TRAIN,0,0
23574,TRAIN,0,0
23599,TRAIN,0,0
23608,TRAIN,0,0
23621,TRAIN,0,0
23628,TRAIN,0,0
23633,TRAIN,0,0
23639,TRAIN,0,0
23645,TRAIN,0,0
23681,TRAIN,0,0
23772,TRAIN,0,0
23788,TRAIN,0,0
23805,TRAIN,0,0
23816,TRAIN,0,0
23844,TRAIN,0,0
23847,TRAIN,0,0
23854,TRAIN,0,0
23864,TRAIN,0,0
23878,TRAIN,0,0
23881,TRAIN,0,0
23889,TRAIN,0,0
23890,TRAIN,0,0
23898,TRAIN,0,0
23902,TRAIN,0,0
23910,TRAIN,0,0
23913,TRAIN,0,0
23941,TRAIN,0,0
23950,TRAIN,0,0
23967,TRAIN,0,0
23986,TRAIN,0,0
23991,TRAIN,0,0
23993,TRAIN,0,0
23997,TRAIN,0,0
24000,TRAIN,0,0
24007,TRAIN,0,0
24055,TRAIN,0,0
24081,TRAIN,0,0
24117,TRAIN,0,0
24125,TRAIN,0,0
24147,TRAIN,0,0
24171,TRAIN,0,0
24179,TRAIN,0,0
24186,TRAIN,0,0
24199,TRAIN,0,0
24233,TRAIN,0,0
24242,TRAIN,0,0
24245,TRAIN,0,0
24246,TRAIN,0,0
24254,TRAIN,0,0
24279,TRAIN,0,0
24298,TRAIN,0,0
24307,TRAIN,0,0
24310,TRAIN,0,0
24317,TRAIN,0,0
24337,TRAIN,0,0
24375,TRAIN,0,0
24396,TRAIN,0,0
24435,TRAIN,0,0
24464,TRAIN,0,0
24483,TRAIN,0,0
24514,TRAIN,0,0
24517,TRAIN,0,0
24525,TRAIN,0,0
24537,TRAIN,0,0
24552,TRAIN,0,0
24559,TRAIN,0,0
24568,TRAIN,0,0
24575,TRAIN,0,0
24583,TRAIN,0,0
24585,TRAIN,0,0
24602,TRAIN,0,0
24613,TRAIN,0,0
24625,TRAIN,0,0
24635,TRAIN,0,0
24640,TRAIN,0,0
24644,TRAIN,0,0
24648,TRAIN,0,0
24654,TRAIN,0,0
24660,TRAIN,0,0
24662,TRAIN,0,0
24674,TRAIN,0,0
24678,TRAIN,0,0
24685,TRAIN,0,0
24688,TRAIN,0,0
24718,TRAIN,0,0
24742,TRAIN,0,0
24750,TRAIN,0,0
24759,TRAIN,0,0
24770,TRAIN,0,0
24775,TRAIN,0,0
24778,TRAIN,0,0
24786,TRAIN,0,0
24790,TRAIN,0,0
24795,TRAIN,0,0
24833,TRAIN,0,0
24840,TRAIN,0,0
24863,TRAIN,0,0
24871,TRAIN,0,0
24878,TRAIN,0,0
24883,TRAIN,0,0
24892,TRAIN,0,0
24902,TRAIN,0,0
24904,TRAIN,0,0
24915,TRAIN,0,0
24929,TRAIN,0,0
24937,TRAIN,0,0
24949,TRAIN,0,0
24957,TRAIN,0,0
24960,TRAIN,0,0
24968,TRAIN,0,0
24973,TRAIN,0,0
24981,TRAIN,0,0
24987,TRAIN,0,0
24998,TRAIN,0,0
25005,TRAIN,0,0
25026,TRAIN,0,0
25046,TRAIN,0,0
25055,TRAIN,0,0
25069,TRAIN,0,0
25116,TRAIN,0,0
25169,TRAIN,0,0
25175,TRAIN,0,0
25214,TRAIN,0,0
25218,TRAIN,0,0
25227,TRAIN,0,0
25233,TRAIN,0,0
25264,TRAIN,0,0
25332,TRAIN,0,0
25336,TRAIN,0,0
25363,TRAIN,0,0
25378,TRAIN,0,0
25395,TRAIN,0,0
25403,TRAIN,0,0
25410,TRAIN,0,0
25416,TRAIN,0,0
25423,TRAIN,0,0
25430,TRAIN,0,0
25433,TRAIN,0,0
25435,TRAIN,0,0
25456,TRAIN,0,0
25467,TRAIN,0,0
25472,TRAIN,0,0
25480,TRAIN,0,0
25485,TRAIN,0,0
25490,TRAIN,0,0
25495,TRAIN,0,0
25501,TRAIN,0,0
25533,TRAIN,0,0
25567,TRAIN,0,0
25602,TRAIN,0,0
25632,TRAIN,0,0
25638,TRAIN,0,0
25649,TRAIN,0,0
25663,TRAIN,0,0
25668,TRAIN,0,0
25676,TRAIN,0,0
25681,TRAIN,0,0
25690,TRAIN,0,0
25691,TRAIN,0,0
25700,TRAIN,0,0
25702,TRAIN,0,0
25708,TRAIN,0,0
25718,TRAIN,0,0
25908,TRAIN,0,0
25951,TRAIN,0,0
25978,TRAIN,0,0
25992,TRAIN,0,0
26006,TRAIN,0,0
26016,TRAIN,0,0
26019,TRAIN,0,0
26020,TRAIN,0,0
26046,TRAIN,0,0
26061,TRAIN,0,0
26072,TRAIN,0,0
26075,TRAIN,0,0
26087,TRAIN,0,0
26098,TRAIN,0,0
26102,TRAIN,0,0
26111,TRAIN,0,0
26113,TRAIN,0,0
26116,TRAIN,0,0
26130,TRAIN,0,0
26150,TRAIN,0,0
26185,TRAIN,0,0
26188,TRAIN,0,0
26196,TRAIN,0,0
26203,TRAIN,0,0
26211,TRAIN,0,0
26219,TRAIN,0,0
26227,TRAIN,0,0
26231,TRAIN,0,0
26235,TRAIN,0,0
26246,TRAIN,0,0
26273,TRAIN,0,0
26277,TRAIN,0,0
26284,TRAIN,0,0
26293,TRAIN,0,0
26299,TRAIN,0,0
26341,TRAIN,0,0
26369,TRAIN,0,0
26399,TRAIN,0,0
26412,TRAIN,0,0
26418,TRAIN,0,0
26422,TRAIN,0,0
26449,TRAIN,0,0
26466,TRAIN,0,0
26467,TRAIN,0,0
26474,TRAIN,0,0
26481,TRAIN,0,0
26490,TRAIN,0,0
26507,TRAIN,0,0
26524,TRAIN,0,0
26561,TRAIN,0,0
26570,TRAIN,0,0
26575,TRAIN,0,0
26585,TRAIN,0,0
26590,TRAIN,0,0
26595,TRAIN,0,0
26678,TRAIN,0,0
26688,TRAIN,0,0
26702,TRAIN,0,0
26704,TRAIN,0,0
26712,TRAIN,0,0
26716,TRAIN,0,0
26720,TRAIN,0,0
26726,TRAIN,0,0
26732,TRAIN,0,0
26739,TRAIN,0,0
26741,TRAIN,0,0
26771,TRAIN,0,0
26779,TRAIN,0,0
26792,TRAIN,0,0
26804,TRAIN,0,0
26828,TRAIN,0,0
26833,TRAIN,0,0
26837,TRAIN,0,0
26851,TRAIN,0,0
26860,TRAIN,0,0
26867,TRAIN,0,0
26881,TRAIN,0,0
26901,TRAIN,0,0
26924,TRAIN,0,0
26935,TRAIN,0,0
26942,TRAIN,0,0
26969,TRAIN,0,0
26989,TRAIN,0,0
26994,TRAIN,0,0
27006,TRAIN,0,0
27014,TRAIN,0,0
27018,TRAIN,0,0
27036,TRAIN,0,0
27069,TRAIN,0,0
27078,TRAIN,0,0
27083,TRAIN,0,0
27086,TRAIN,0,0
27093,TRAIN,0,0
27095,TRAIN,0,0
27097,TRAIN,0,0
27114,TRAIN,0,0
27136,TRAIN,0,0
27146,TRAIN,0,0
27159,TRAIN,0,0
27171,TRAIN,0,0
27177,TRAIN,0,0
27218,TRAIN,0,0
27226,TRAIN,0,0
27236,TRAIN,0,0
27244,TRAIN,0,0
27295,TRAIN,0,0
27302,TRAIN,0,0
27311,TRAIN,0,0
27320,TRAIN,0,0
27321,TRAIN,0,0
27341,TRAIN,0,0
27359,TRAIN,0,0
27371,TRAIN,0,0
27390,TRAIN,0,0
27426,TRAIN,0,0
27438,TRAIN,0,0
27475,TRAIN,0,0
27480,TRAIN,0,0
27489,TRAIN,0,0
27492,TRAIN,0,0
27507,TRAIN,0,0
27512,TRAIN,0,0
27519,TRAIN,0,0
27527,TRAIN,0,0
27532,TRAIN,0,0
27542,TRAIN,0,0
27556,TRAIN,0,0
27566,TRAIN,0,0
27569,TRAIN,0,0
27597,TRAIN,0,0
27626,TRAIN,0,0
27635,TRAIN,0,0
27638,TRAIN,0,0
27639,TRAIN,0,0
27648,TRAIN,0,0
27654,TRAIN,0,0
27657,TRAIN,0,0
27663,TRAIN,0,0
27677,TRAIN,0,0
27691,TRAIN,0,0
27702,TRAIN,0,0
27716,TRAIN,0,0
27723,TRAIN,0,0
27726,TRAIN,0,0
27737,TRAIN,0,0
27739,TRAIN,0,0
27745,TRAIN,0,0
27748,TRAIN,0,0
27751,TRAIN,0,0
27774,TRAIN,0,0
27796,TRAIN,0,0
27811,TRAIN,0,0
27817,TRAIN,0,0
27827,TRAIN,0,0
27836,TRAIN,0,0
27840,TRAIN,0,0
27849,TRAIN,0,0
27862,TRAIN,0,0
27865,TRAIN,0,0
27873,TRAIN,0,0
27882,TRAIN,0,0
27884,TRAIN,0,0
27899,TRAIN,0,0
27906,TRAIN,0,0
27921,TRAIN,0,0
27939,TRAIN,0,0
27950,TRAIN,0,0
27953,TRAIN,0,0
27961,TRAIN,0,0
27963,TRAIN,0,0
27968,TRAIN,0,0
27994,TRAIN,0,0
28000,TRAIN,0,0
28028,TRAIN,0,0
28038,TRAIN,0,0
28052,TRAIN,0,0
28063,TRAIN,0,0
28068,TRAIN,0,0
28077,TRAIN,0,0
28081,TRAIN,0,0
28083,TRAIN,0,0
28090,TRAIN,0,0
28091,TRAIN,0,0
28096,TRAIN,0,0
28104,TRAIN,0,0
28107,TRAIN,0,0
28160,TRAIN,0,0
28175,TRAIN,0,0
28198,TRAIN,0,0
28202,TRAIN,0,0
28205,TRAIN,0,0
28217,TRAIN,0,0
28220,TRAIN,0,0
28228,TRAIN,0,0
28231,TRAIN,0,0
28235,TRAIN,0,0
28242,TRAIN,0,0
28256,TRAIN,0,0
28269,TRAIN,0,0
28275,TRAIN,0,0
28284,TRAIN,0,0
28319,TRAIN,0,0
28321,TRAIN,0,0
28334,TRAIN,0,0
28351,TRAIN,0,0
28355,TRAIN,0,0
28359,TRAIN,0,0
28373,TRAIN,0,0
28383,TRAIN,0,0
28402,TRAIN,0,0
28423,TRAIN,0,0
28457,TRAIN,0,0
28470,TRAIN,0,0
28500,TRAIN,0,0
28512,TRAIN,0,0
28520,TRAIN,0,0
28530,TRAIN,0,0
28545,TRAIN,0,0
28562,TRAIN,0,0
28566,TRAIN,0,0
28573,TRAIN,0,0
28608,TRAIN,0,0
28610,TRAIN,0,0
28615,TRAIN,0,0
28623,TRAIN,0,0
28625,TRAIN,0,0
28629,TRAIN,0,0
28642,TRAIN,0,0
28645,TRAIN,0,0
28648,TRAIN,0,0
28652,TRAIN,0,0
28655,TRAIN,0,0
28659,TRAIN,0,0
28660,TRAIN,0,0
28675,TRAIN,0,0
28687,TRAIN,0,0
28691,TRAIN,0,0
28699,TRAIN,0,0
28701,TRAIN,0,0
28706,TRAIN,0,0
28714,TRAIN,0,0
28723,TRAIN,0,0
28729,TRAIN,0,0
28736,TRAIN,0,0
28739,TRAIN,0,0
28742,TRAIN,0,0
28746,TRAIN,0,0
28748,TRAIN,0,0
28800,TRAIN,0,0
28812,TRAIN,0,0
28838,TRAIN,0,0
28869,TRAIN,0,0
28875,TRAIN,0,0
28878,TRAIN,0,0
28881,TRAIN,0,0
28883,TRAIN,0,0
28895,TRAIN,0,0
28909,TRAIN,0,0
28921,TRAIN,0,0
28935,TRAIN,0,0
28941,TRAIN,0,0
28945,TRAIN,0,0
28979,TRAIN,0,0
29011,TRAIN,0,0
29022,TRAIN,0,0
29030,TRAIN,0,0
29037,TRAIN,0,0
29061,TRAIN,0,0
29090,TRAIN,0,0
29095,TRAIN,0,0
29100,TRAIN,0,0
29105,TRAIN,0,0
29113,TRAIN,0,0
29116,TRAIN,0,0
29120,TRAIN,0,0
29153,TRAIN,0,0
29186,TRAIN,0,0
29225,TRAIN,0,0
29260,TRAIN,0,0
29263,TRAIN,0,0
29272,TRAIN,0,0
29277,TRAIN,0,0
29302,TRAIN,0,0
29319,TRAIN,0,0
29336,TRAIN,0,0
29345,TRAIN,0,0
29351,TRAIN,0,0
29385,TRAIN,0,0
29393,TRAIN,0,0
29426,TRAIN,0,0
29430,TRAIN,0,0
29440,TRAIN,0,0
29447,TRAIN,0,0
29452,TRAIN,0,0
29457,TRAIN,0,0
29465,TRAIN,0,0
29510,TRAIN,0,0
29596,TRAIN,0,0
29638,TRAIN,0,0
29663,TRAIN,0,0
29701,TRAIN,0,0
29705,TRAIN,0,0
29723,TRAIN,0,0
29727,TRAIN,0,0
29734,TRAIN,0,0
29745,TRAIN,0,0
29754,TRAIN,0,0
29757,TRAIN,0,0
29762,TRAIN,0,0
29765,TRAIN,0,0
29773,TRAIN,0,0
29775,TRAIN,0,0
29777,TRAIN,0,0
29780,TRAIN,0,0
29809,TRAIN,0,0
29817,TRAIN,0,0
29826,TRAIN,0,0
29839,TRAIN,0,0
29842,TRAIN,0,0
29848,TRAIN,0,0
29853,TRAIN,0,0
29860,TRAIN,0,0
29866,TRAIN,0,0
29870,TRAIN,0,0
29885,TRAIN,0,0
29897,TRAIN,0,0
29906,TRAIN,0,0
29937,TRAIN,0,0
29955,TRAIN,0,0
29972,TRAIN,0,0
29980,TRAIN,0,0
29987,TRAIN,0,0
29993,TRAIN,0,0
30003,TRAIN,0,0
30015,TRAIN,0,0
30024,TRAIN,0,0
30030,TRAIN,0,0
30036,TRAIN,0,0
30059,TRAIN,0,0
30083,TRAIN,0,0
30096,TRAIN,0,0
30102,TRAIN,0,0
30122,TRAIN,0,0
30130,TRAIN,0,0
30141,TRAIN,0,0
30154,TRAIN,0,0
30158,TRAIN,0,0
30163,TRAIN,0,0
30170,TRAIN,0,0
30196,TRAIN,0,0
30219,TRAIN,0,0
30240,TRAIN,0,0
30244,TRAIN,0,0
30259,TRAIN,0,0
30268,TRAIN,0,0
30275,TRAIN,0,0
30279,TRAIN,0,0
30290,TRAIN,0,0
30298,TRAIN,0,0
30307,TRAIN,0,0
30316,TRAIN,0,0
30330,TRAIN,0,0
30338,TRAIN,0,0
30351,TRAIN,0,0
30358,TRAIN,0,0
30362,TRAIN,0,0
30365,TRAIN,0,0
30375,TRAIN,0,0
30376,TRAIN,0,0
30380,TRAIN,0,0
30383,TRAIN,0,0
30387,TRAIN,0,0
30393,TRAIN,0,0
30400,TRAIN,0,0
30423,TRAIN,0,0
30434,TRAIN,0,0
30441,TRAIN,0,0
30445,TRAIN,0,0
30469,TRAIN,0,0
30497,TRAIN,0,0
30511,TRAIN,0,0
30562,TRAIN,0,0
30571,TRAIN,0,0
30576,TRAIN,0,0
30590,TRAIN,0,0
30595,TRAIN,0,0
30605,TRAIN,0,0
30612,TRAIN,0,0
30618,TRAIN,0,0
30622,TRAIN,0,0
30651,TRAIN,0,0
30663,TRAIN,0,0
30669,TRAIN,0,0
30680,TRAIN,0,0
30693,TRAIN,0,0
30697,TRAIN,0,0
30718,TRAIN,0,0
30739,TRAIN,0,0
30745,TRAIN,0,0
30768,TRAIN,0,0
30775,TRAIN,0,0
30798,TRAIN,0,0
30802,TRAIN,0,0
30804,TRAIN,0,0
30809,TRAIN,0,0
30811,TRAIN,0,0
30815,TRAIN,0,0
30816,TRAIN,0,0
30821,TRAIN,0,0
30822,TRAIN,0,0
30827,TRAIN,0,0
30832,TRAIN,0,0
30853,TRAIN,0,0
30863,TRAIN,0,0
30873,TRAIN,0,0
30879,TRAIN,0,0
30886,TRAIN,0,0
30892,TRAIN,0,0
30895,TRAIN,0,0
30899,TRAIN,0,0
30904,TRAIN,0,0
30907,TRAIN,0,0
30912,TRAIN,0,0
30920,TRAIN,0,0
30921,TRAIN,0,0
30925,TRAIN,0,0
30935,TRAIN,0,0
30939,TRAIN,0,0
30941,TRAIN,0,0
30946,TRAIN,0,0
30949,TRAIN,0,0
30954,TRAIN,0,0
30963,TRAIN,0,0
30974,TRAIN,0,0
30989,TRAIN,0,0
31000,TRAIN,0,0
31003,TRAIN,0,0
31007,TRAIN,0,0
31025,TRAIN,0,0
31038,TRAIN,0,0
31045,TRAIN,0,0
31051,TRAIN,0,0
31054,TRAIN,0,0
31060,TRAIN,0,0
31069,TRAIN,0,0
31084,TRAIN,0,0
31114,TRAIN,0,0
31122,TRAIN,0,0
31144,TRAIN,0,0
31156,TRAIN,0,0
31168,TRAIN,0,0
31177,TRAIN,0,0
31191,TRAIN,0,0
31195,TRAIN,0,0
31213,TRAIN,0,0
31242,TRAIN,0,0
31250,TRAIN,0,0
31253,TRAIN,0,0
31257,TRAIN,0,0
31260,TRAIN,0,0
31265,TRAIN,0,0
31271,TRAIN,0,0
31287,TRAIN,0,0
31336,TRAIN,0,0
31353,TRAIN,0,0
31376,TRAIN,0,0
31392,TRAIN,0,0
31411,TRAIN,0,0
31418,TRAIN,0,0
31426,TRAIN,0,0
31430,TRAIN,0,0
31434,TRAIN,0,0
31437,TRAIN,0,0
31440,TRAIN,0,0
31441,TRAIN,0,0
31453,TRAIN,0,0
31459,TRAIN,0,0
31466,TRAIN,0,0
31474,TRAIN,0,0
31490,TRAIN,0,0
31494,TRAIN,0,0
31517,TRAIN,0,0
31532,TRAIN,0,0
31552,TRAIN,0,0
31564,TRAIN,0,0
31569,TRAIN,0,0
31593,TRAIN,0,0
31607,TRAIN,0,0
31616,TRAIN,0,0
31625,TRAIN,0,0
31630,TRAIN,0,0
31635,TRAIN,0,0
31642,TRAIN,0,0
31647,TRAIN,0,0
31654,TRAIN,0,0
31658,TRAIN,0,0
31663,TRAIN,0,0
31666,TRAIN,0,0
31686,TRAIN,0,0
31695,TRAIN,0,0
31717,TRAIN,0,0
31724,TRAIN,0,0
31735,TRAIN,0,0
31764,TRAIN,0,0
31778,TRAIN,0,0
31809,TRAIN,0,0
31820,TRAIN,0,0
31829,TRAIN,0,0
31838,TRAIN,0,0
31841,TRAIN,0,0
31847,TRAIN,0,0
31851,TRAIN,0,0
31859,TRAIN,0,0
31864,TRAIN,0,0
31873,TRAIN,0,0
31876,TRAIN,0,0
31883,TRAIN,0,0
31886,TRAIN,0,0
31889,TRAIN,0,0
31893,TRAIN,0,0
31903,TRAIN,0,0
31913,TRAIN,0,0
31915,TRAIN,0,0
31921,TRAIN,0,0
31925,TRAIN,0,0
31932,TRAIN,0,0
31942,TRAIN,0,0
31944,TRAIN,0,0
31950,TRAIN,0,0
31954,TRAIN,0,0
31962,TRAIN,0,0
31970,TRAIN,0,0
31980,TRAIN,0,0
